"crime","neighbourhood","incidents","year"
"OtherCriminalCode (B)","Argyle Park",2,2012
"Prostitution","Argyle Park",2,2012
"Provincial Statutes","Argyle Park",15,2012
"Sexual Assault","Argyle Park",1,2012
"Shoplift Over","Argyle Park",0,2012
"Shoplift Under","Argyle Park",62,2012
"Special Inq (8510-8640)","Argyle Park",145,2012
"Special Inq (8660-8814)","Argyle Park",128,2012
"Theft From Auto Over","Argyle Park",1,2012
"Theft From Auto Under","Argyle Park",17,2012
"Theft of Motor Vehicle VA, VT","Argyle Park",7,2012
"Theft of Other Vehicle VM, VO","Argyle Park",0,2012
"Violation Causing Death","Argyle Park",0,2012
"Violence/Threat","Argyle Park",11,2012
"Total","Argyle Park",633,2012
"Arson","Boothill",0,2012
"Assault","Boothill",9,2012
"Attempt Murder","Boothill",0,2012
"B&E (Business)","Boothill",0,2012
"B&E (Garage)","Boothill",13,2012
"B&E (Other)","Boothill",0,2012
"B&E (Residence)","Boothill",5,2012
"B&E Motor Vehicle Firearms","Boothill",0,2012
"Commodification of Sexual Activity","Boothill",0,2012
"Controlled Drugs","Boothill",1,2012
"Crimes Against Property(2150-2166)","Boothill",7,2012
"Dangerous Operation","Boothill",2,2012
"Deprivation of Freedom","Boothill",0,2012
"HWY Traffic Violation","Boothill",11,2012
"Impaired Operation","Boothill",5,2012
"Mischief","Boothill",9,2012
"Municipal ByLaws","Boothill",0,2012
"Offensive Weapons","Boothill",0,2012
"Other Crminal Code Traffic","Boothill",7,2012
"Other Federal Statute Violations","Boothill",1,2012
"Other Theft Over","Boothill",1,2012
"Other Theft Under","Boothill",6,2012
"OtherCriminalCode (A)","Boothill",4,2012
"OtherCriminalCode (B)","Boothill",0,2012
"Prostitution","Boothill",0,2012
"Provincial Statutes","Boothill",9,2012
"Sexual Assault","Boothill",2,2012
"Shoplift Over","Boothill",0,2012
"Shoplift Under","Boothill",0,2012
"Special Inq (8510-8640)","Boothill",52,2012
"Special Inq (8660-8814)","Boothill",62,2012
"Theft From Auto Over","Boothill",0,2012
"Theft From Auto Under","Boothill",22,2012
"Theft of Motor Vehicle VA, VT","Boothill",8,2012
"Theft of Other Vehicle VM, VO","Boothill",0,2012
"Violation Causing Death","Boothill",0,2012
"Violence/Threat","Boothill",4,2012
"Total","Boothill",240,2012
"Arson","Cathedral",2,2012
"Assault","Cathedral",71,2012
"Attempt Murder","Cathedral",0,2012
"B&E (Business)","Cathedral",5,2012
"B&E (Garage)","Cathedral",40,2012
"B&E (Other)","Cathedral",2,2012
"B&E (Residence)","Cathedral",38,2012
"B&E Motor Vehicle Firearms","Cathedral",0,2012
"Commodification of Sexual Activity","Cathedral",9,2012
"Controlled Drugs","Cathedral",17,2012
"Crimes Against Property(2150-2166)","Cathedral",24,2012
"Dangerous Operation","Cathedral",10,2012
"Deprivation of Freedom","Cathedral",0,2012
"HWY Traffic Violation","Cathedral",145,2012
"Impaired Operation","Cathedral",43,2012
"Mischief","Cathedral",107,2012
"Municipal ByLaws","Cathedral",4,2012
"Offensive Weapons","Cathedral",16,2012
"Other Crminal Code Traffic","Cathedral",47,2012
"Other Federal Statute Violations","Cathedral",13,2012
"Other Theft Over","Cathedral",1,2012
"Other Theft Under","Cathedral",86,2012
"OtherCriminalCode (A)","Cathedral",115,2012
"OtherCriminalCode (B)","Cathedral",14,2012
"Prostitution","Cathedral",0,2012
"Provincial Statutes","Cathedral",84,2012
"Sexual Assault","Cathedral",6,2012
"Shoplift Over","Cathedral",0,2012
"Shoplift Under","Cathedral",15,2012
"Special Inq (8510-8640)","Cathedral",345,2012
"Special Inq (8660-8814)","Cathedral",484,2012
"Theft From Auto Over","Cathedral",0,2012
"Theft From Auto Under","Cathedral",73,2012
"Theft of Motor Vehicle VA, VT","Cathedral",52,2012
"Theft of Other Vehicle VM, VO","Cathedral",0,2012
"Violation Causing Death","Cathedral",0,2012
"Violence/Threat","Cathedral",20,2012
"Total","Cathedral",1888,2012
"Arson","Centre Square",0,2012
"Assault","Centre Square",36,2012
"Attempt Murder","Centre Square",0,2012
"B&E (Business)","Centre Square",12,2012
"B&E (Garage)","Centre Square",3,2012
"B&E (Other)","Centre Square",5,2012
"B&E (Residence)","Centre Square",11,2012
"B&E Motor Vehicle Firearms","Centre Square",0,2012
"Commodification of Sexual Activity","Centre Square",2,2012
"Controlled Drugs","Centre Square",6,2012
"Crimes Against Property(2150-2166)","Centre Square",22,2012
"Dangerous Operation","Centre Square",3,2012
"Deprivation of Freedom","Centre Square",2,2012
"HWY Traffic Violation","Centre Square",97,2012
"Impaired Operation","Centre Square",5,2012
"Mischief","Centre Square",72,2012
"Municipal ByLaws","Centre Square",6,2012
"Offensive Weapons","Centre Square",4,2012
"Other Crminal Code Traffic","Centre Square",17,2012
"Other Federal Statute Violations","Centre Square",5,2012
"Other Theft Over","Centre Square",4,2012
"Other Theft Under","Centre Square",41,2012
"OtherCriminalCode (A)","Centre Square",73,2012
"OtherCriminalCode (B)","Centre Square",2,2012
"Prostitution","Centre Square",0,2012
"Provincial Statutes","Centre Square",91,2012
"Sexual Assault","Centre Square",2,2012
"Shoplift Over","Centre Square",0,2012
"Shoplift Under","Centre Square",13,2012
"Special Inq (8510-8640)","Centre Square",170,2012
"Special Inq (8660-8814)","Centre Square",155,2012
"Theft From Auto Over","Centre Square",1,2012
"Theft From Auto Under","Centre Square",58,2012
"Theft of Motor Vehicle VA, VT","Centre Square",30,2012
"Theft of Other Vehicle VM, VO","Centre Square",0,2012
"Violation Causing Death","Centre Square",0,2012
"Violence/Threat","Centre Square",10,2012
"Total","Centre Square",958,2012
"Arson","Core Group",6,2012
"Assault","Core Group",177,2012
"Attempt Murder","Core Group",2,2012
"B&E (Business)","Core Group",8,2012
"B&E (Garage)","Core Group",11,2012
"B&E (Other)","Core Group",4,2012
"B&E (Residence)","Core Group",47,2012
"B&E Motor Vehicle Firearms","Core Group",0,2012
"Commodification of Sexual Activity","Core Group",11,2012
"Controlled Drugs","Core Group",41,2012
"Crimes Against Property(2150-2166)","Core Group",58,2012
"Dangerous Operation","Core Group",12,2012
"Deprivation of Freedom","Core Group",0,2012
"HWY Traffic Violation","Core Group",202,2012
"Impaired Operation","Core Group",42,2012
"Mischief","Core Group",199,2012
"Municipal ByLaws","Core Group",7,2012
"Offensive Weapons","Core Group",33,2012
"Other Crminal Code Traffic","Core Group",38,2012
"Other Federal Statute Violations","Core Group",286,2012
"Other Theft Over","Core Group",2,2012
"Other Theft Under","Core Group",109,2012
"OtherCriminalCode (A)","Core Group",620,2012
"OtherCriminalCode (B)","Core Group",19,2012
"Prostitution","Core Group",13,2012
"Provincial Statutes","Core Group",782,2012
"Sexual Assault","Core Group",8,2012
"Shoplift Over","Core Group",0,2012
"Shoplift Under","Core Group",7,2012
"Special Inq (8510-8640)","Core Group",1384,2012
"Special Inq (8660-8814)","Core Group",597,2012
"Theft From Auto Over","Core Group",2,2012
"Theft From Auto Under","Core Group",128,2012
"Theft of Motor Vehicle VA, VT","Core Group",64,2012
"Theft of Other Vehicle VM, VO","Core Group",0,2012
"Violation Causing Death","Core Group",1,2012
"Violence/Threat","Core Group",51,2012
"Total","Core Group",4971,2012
"Arson","Coronation Park",0,2012
"Assault","Coronation Park",71,2012
"Attempt Murder","Coronation Park",0,2012
"B&E (Business)","Coronation Park",6,2012
"B&E (Garage)","Coronation Park",29,2012
"B&E (Other)","Coronation Park",22,2012
"B&E (Residence)","Coronation Park",23,2012
"B&E Motor Vehicle Firearms","Coronation Park",0,2012
"Commodification of Sexual Activity","Coronation Park",11,2012
"Controlled Drugs","Coronation Park",14,2012
"Crimes Against Property(2150-2166)","Coronation Park",34,2012
"Dangerous Operation","Coronation Park",16,2012
"Deprivation of Freedom","Coronation Park",0,2012
"HWY Traffic Violation","Coronation Park",154,2012
"Impaired Operation","Coronation Park",44,2012
"Mischief","Coronation Park",103,2012
"Municipal ByLaws","Coronation Park",7,2012
"Offensive Weapons","Coronation Park",12,2012
"Other Crminal Code Traffic","Coronation Park",42,2012
"Other Federal Statute Violations","Coronation Park",7,2012
"Other Theft Over","Coronation Park",1,2012
"Other Theft Under","Coronation Park",67,2012
"OtherCriminalCode (A)","Coronation Park",111,2012
"OtherCriminalCode (B)","Coronation Park",7,2012
"Prostitution","Coronation Park",7,2012
"Provincial Statutes","Coronation Park",110,2012
"Sexual Assault","Coronation Park",9,2012
"Shoplift Over","Coronation Park",0,2012
"Shoplift Under","Coronation Park",36,2012
"Special Inq (8510-8640)","Coronation Park",386,2012
"Special Inq (8660-8814)","Coronation Park",466,2012
"Theft From Auto Over","Coronation Park",1,2012
"Theft From Auto Under","Coronation Park",70,2012
"Theft of Motor Vehicle VA, VT","Coronation Park",53,2012
"Theft of Other Vehicle VM, VO","Coronation Park",2,2012
"Violation Causing Death","Coronation Park",0,2012
"Violence/Threat","Coronation Park",24,2012
"Total","Coronation Park",1945,2012
"Arson","Dewdney East",2,2012
"Assault","Dewdney East",106,2012
"Attempt Murder","Dewdney East",0,2012
"B&E (Business)","Dewdney East",1,2012
"B&E (Garage)","Dewdney East",18,2012
"B&E (Other)","Dewdney East",8,2012
"B&E (Residence)","Dewdney East",27,2012
"B&E Motor Vehicle Firearms","Dewdney East",0,2012
"Commodification of Sexual Activity","Dewdney East",5,2012
"Controlled Drugs","Dewdney East",18,2012
"Crimes Against Property(2150-2166)","Dewdney East",53,2012
"Dangerous Operation","Dewdney East",2,2012
"Deprivation of Freedom","Dewdney East",0,2012
"HWY Traffic Violation","Dewdney East",176,2012
"Impaired Operation","Dewdney East",39,2012
"Mischief","Dewdney East",183,2012
"Municipal ByLaws","Dewdney East",11,2012
"Offensive Weapons","Dewdney East",13,2012
"Other Crminal Code Traffic","Dewdney East",37,2012
"Other Federal Statute Violations","Dewdney East",9,2012
"Other Theft Over","Dewdney East",3,2012
"Other Theft Under","Dewdney East",157,2012
"OtherCriminalCode (A)","Dewdney East",69,2012
"OtherCriminalCode (B)","Dewdney East",6,2012
"Prostitution","Dewdney East",2,2012
"Provincial Statutes","Dewdney East",120,2012
"Sexual Assault","Dewdney East",14,2012
"Shoplift Over","Dewdney East",0,2012
"Shoplift Under","Dewdney East",25,2012
"Special Inq (8510-8640)","Dewdney East",512,2012
"Special Inq (8660-8814)","Dewdney East",559,2012
"Theft From Auto Over","Dewdney East",6,2012
"Theft From Auto Under","Dewdney East",160,2012
"Theft of Motor Vehicle VA, VT","Dewdney East",64,2012
"Theft of Other Vehicle VM, VO","Dewdney East",8,2012
"Violation Causing Death","Dewdney East",0,2012
"Violence/Threat","Dewdney East",36,2012
"Total","Dewdney East",2449,2012
"Arson","Dieppe",0,2012
"Assault","Dieppe",15,2012
"Attempt Murder","Dieppe",0,2012
"B&E (Business)","Dieppe",0,2012
"B&E (Garage)","Dieppe",2,2012
"B&E (Other)","Dieppe",0,2012
"B&E (Residence)","Dieppe",9,2012
"B&E Motor Vehicle Firearms","Dieppe",0,2012
"Commodification of Sexual Activity","Dieppe",0,2012
"Controlled Drugs","Dieppe",1,2012
"Crimes Against Property(2150-2166)","Dieppe",1,2012
"Dangerous Operation","Dieppe",1,2012
"Deprivation of Freedom","Dieppe",0,2012
"HWY Traffic Violation","Dieppe",11,2012
"Impaired Operation","Dieppe",2,2012
"Mischief","Dieppe",11,2012
"Municipal ByLaws","Dieppe",5,2012
"Offensive Weapons","Dieppe",1,2012
"Other Crminal Code Traffic","Dieppe",1,2012
"Other Federal Statute Violations","Dieppe",1,2012
"Other Theft Over","Dieppe",1,2012
"Other Theft Under","Dieppe",17,2012
"OtherCriminalCode (A)","Dieppe",7,2012
"OtherCriminalCode (B)","Dieppe",0,2012
"Prostitution","Dieppe",0,2012
"Provincial Statutes","Dieppe",5,2012
"Sexual Assault","Dieppe",0,2012
"Shoplift Over","Dieppe",0,2012
"Shoplift Under","Dieppe",0,2012
"Special Inq (8510-8640)","Dieppe",65,2012
"Special Inq (8660-8814)","Dieppe",42,2012
"Theft From Auto Over","Dieppe",0,2012
"Theft From Auto Under","Dieppe",8,2012
"Theft of Motor Vehicle VA, VT","Dieppe",2,2012
"Theft of Other Vehicle VM, VO","Dieppe",0,2012
"Violation Causing Death","Dieppe",0,2012
"Violence/Threat","Dieppe",0,2012
"Total","Dieppe",208,2012
"Arson","Eastview",1,2012
"Assault","Eastview",44,2012
"Attempt Murder","Eastview",0,2012
"B&E (Business)","Eastview",40,2012
"B&E (Garage)","Eastview",17,2012
"B&E (Other)","Eastview",12,2012
"B&E (Residence)","Eastview",21,2012
"B&E Motor Vehicle Firearms","Eastview",0,2012
"Commodification of Sexual Activity","Eastview",4,2012
"Controlled Drugs","Eastview",13,2012
"Crimes Against Property(2150-2166)","Eastview",29,2012
"Dangerous Operation","Eastview",7,2012
"Deprivation of Freedom","Eastview",0,2012
"HWY Traffic Violation","Eastview",93,2012
"Impaired Operation","Eastview",26,2012
"Mischief","Eastview",48,2012
"Municipal ByLaws","Eastview",4,2012
"Offensive Weapons","Eastview",7,2012
"Other Crminal Code Traffic","Eastview",15,2012
"Other Federal Statute Violations","Eastview",7,2012
"Other Theft Over","Eastview",3,2012
"Other Theft Under","Eastview",40,2012
"OtherCriminalCode (A)","Eastview",65,2012
"OtherCriminalCode (B)","Eastview",8,2012
"Prostitution","Eastview",0,2012
"Provincial Statutes","Eastview",56,2012
"Sexual Assault","Eastview",7,2012
"Shoplift Over","Eastview",0,2012
"Shoplift Under","Eastview",0,2012
"Special Inq (8510-8640)","Eastview",193,2012
"Special Inq (8660-8814)","Eastview",269,2012
"Theft From Auto Over","Eastview",1,2012
"Theft From Auto Under","Eastview",45,2012
"Theft of Motor Vehicle VA, VT","Eastview",37,2012
"Theft of Other Vehicle VM, VO","Eastview",0,2012
"Violation Causing Death","Eastview",0,2012
"Violence/Threat","Eastview",9,2012
"Total","Eastview",1121,2012
"Arson","Gardiner Park",1,2012
"Assault","Gardiner Park",25,2012
"Attempt Murder","Gardiner Park",0,2012
"B&E (Business)","Gardiner Park",5,2012
"B&E (Garage)","Gardiner Park",4,2012
"B&E (Other)","Gardiner Park",6,2012
"B&E (Residence)","Gardiner Park",10,2012
"B&E Motor Vehicle Firearms","Gardiner Park",0,2012
"Commodification of Sexual Activity","Gardiner Park",1,2012
"Controlled Drugs","Gardiner Park",13,2012
"Crimes Against Property(2150-2166)","Gardiner Park",52,2012
"Dangerous Operation","Gardiner Park",2,2012
"Deprivation of Freedom","Gardiner Park",0,2012
"HWY Traffic Violation","Gardiner Park",234,2012
"Impaired Operation","Gardiner Park",9,2012
"Mischief","Gardiner Park",75,2012
"Municipal ByLaws","Gardiner Park",3,2012
"Offensive Weapons","Gardiner Park",0,2012
"Other Crminal Code Traffic","Gardiner Park",25,2012
"Other Federal Statute Violations","Gardiner Park",3,2012
"Other Theft Over","Gardiner Park",2,2012
"Other Theft Under","Gardiner Park",152,2012
"OtherCriminalCode (A)","Gardiner Park",58,2012
"OtherCriminalCode (B)","Gardiner Park",4,2012
"Prostitution","Gardiner Park",0,2012
"Provincial Statutes","Gardiner Park",72,2012
"Sexual Assault","Gardiner Park",1,2012
"Shoplift Over","Gardiner Park",0,2012
"Shoplift Under","Gardiner Park",238,2012
"Special Inq (8510-8640)","Gardiner Park",234,2012
"Special Inq (8660-8814)","Gardiner Park",250,2012
"Theft From Auto Over","Gardiner Park",3,2012
"Theft From Auto Under","Gardiner Park",71,2012
"Theft of Motor Vehicle VA, VT","Gardiner Park",17,2012
"Theft of Other Vehicle VM, VO","Gardiner Park",4,2012
"Violation Causing Death","Gardiner Park",0,2012
"Violence/Threat","Gardiner Park",14,2012
"Total","Gardiner Park",1588,2012
"Arson","Gladmer Park",0,2012
"Assault","Gladmer Park",20,2012
"Attempt Murder","Gladmer Park",0,2012
"B&E (Business)","Gladmer Park",0,2012
"B&E (Garage)","Gladmer Park",0,2012
"B&E (Other)","Gladmer Park",6,2012
"B&E (Residence)","Gladmer Park",2,2012
"B&E Motor Vehicle Firearms","Gladmer Park",0,2012
"Commodification of Sexual Activity","Gladmer Park",3,2012
"Controlled Drugs","Gladmer Park",6,2012
"Crimes Against Property(2150-2166)","Gladmer Park",8,2012
"Dangerous Operation","Gladmer Park",3,2012
"Deprivation of Freedom","Gladmer Park",0,2012
"HWY Traffic Violation","Gladmer Park",25,2012
"Impaired Operation","Gladmer Park",6,2012
"Mischief","Gladmer Park",19,2012
"Municipal ByLaws","Gladmer Park",1,2012
"Offensive Weapons","Gladmer Park",0,2012
"Other Crminal Code Traffic","Gladmer Park",3,2012
"Other Federal Statute Violations","Gladmer Park",3,2012
"Other Theft Over","Gladmer Park",1,2012
"Other Theft Under","Gladmer Park",21,2012
"OtherCriminalCode (A)","Gladmer Park",42,2012
"OtherCriminalCode (B)","Gladmer Park",2,2012
"Prostitution","Gladmer Park",0,2012
"Provincial Statutes","Gladmer Park",58,2012
"Sexual Assault","Gladmer Park",1,2012
"Shoplift Over","Gladmer Park",0,2012
"Shoplift Under","Gladmer Park",24,2012
"Special Inq (8510-8640)","Gladmer Park",96,2012
"Special Inq (8660-8814)","Gladmer Park",55,2012
"Theft From Auto Over","Gladmer Park",0,2012
"Theft From Auto Under","Gladmer Park",12,2012
"Theft of Motor Vehicle VA, VT","Gladmer Park",5,2012
"Theft of Other Vehicle VM, VO","Gladmer Park",0,2012
"Violation Causing Death","Gladmer Park",0,2012
"Violence/Threat","Gladmer Park",6,2012
"Total","Gladmer Park",428,2012
"Arson","Hillsdale",0,2012
"Assault","Hillsdale",45,2012
"Attempt Murder","Hillsdale",0,2012
"B&E (Business)","Hillsdale",0,2012
"B&E (Garage)","Hillsdale",8,2012
"B&E (Other)","Hillsdale",4,2012
"B&E (Residence)","Hillsdale",15,2012
"B&E Motor Vehicle Firearms","Hillsdale",0,2012
"Commodification of Sexual Activity","Hillsdale",1,2012
"Controlled Drugs","Hillsdale",11,2012
"Crimes Against Property(2150-2166)","Hillsdale",20,2012
"Dangerous Operation","Hillsdale",5,2012
"Deprivation of Freedom","Hillsdale",2,2012
"HWY Traffic Violation","Hillsdale",128,2012
"Impaired Operation","Hillsdale",15,2012
"Mischief","Hillsdale",76,2012
"Municipal ByLaws","Hillsdale",1,2012
"Offensive Weapons","Hillsdale",3,2012
"Other Crminal Code Traffic","Hillsdale",24,2012
"Other Federal Statute Violations","Hillsdale",2,2012
"Other Theft Over","Hillsdale",0,2012
"Other Theft Under","Hillsdale",59,2012
"OtherCriminalCode (A)","Hillsdale",38,2012
"OtherCriminalCode (B)","Hillsdale",2,2012
"Prostitution","Hillsdale",0,2012
"Provincial Statutes","Hillsdale",44,2012
"Sexual Assault","Hillsdale",6,2012
"Shoplift Over","Hillsdale",0,2012
"Shoplift Under","Hillsdale",9,2012
"Special Inq (8510-8640)","Hillsdale",220,2012
"Special Inq (8660-8814)","Hillsdale",239,2012
"Theft From Auto Over","Hillsdale",2,2012
"Theft From Auto Under","Hillsdale",61,2012
"Theft of Motor Vehicle VA, VT","Hillsdale",26,2012
"Theft of Other Vehicle VM, VO","Hillsdale",7,2012
"Violation Causing Death","Hillsdale",0,2012
"Violence/Threat","Hillsdale",18,2012
"Total","Hillsdale",1091,2012
"Arson","Lakeview",3,2012
"Assault","Lakeview",45,2012
"Attempt Murder","Lakeview",0,2012
"B&E (Business)","Lakeview",1,2012
"B&E (Garage)","Lakeview",51,2012
"B&E (Other)","Lakeview",4,2012
"B&E (Residence)","Lakeview",26,2012
"B&E Motor Vehicle Firearms","Lakeview",0,2012
"Commodification of Sexual Activity","Lakeview",3,2012
"Controlled Drugs","Lakeview",14,2012
"Crimes Against Property(2150-2166)","Lakeview",18,2012
"Dangerous Operation","Lakeview",2,2012
"Deprivation of Freedom","Lakeview",0,2012
"HWY Traffic Violation","Lakeview",90,2012
"Impaired Operation","Lakeview",20,2012
"Mischief","Lakeview",73,2012
"Municipal ByLaws","Lakeview",5,2012
"Offensive Weapons","Lakeview",7,2012
"Other Crminal Code Traffic","Lakeview",22,2012
"Other Federal Statute Violations","Lakeview",9,2012
"Other Theft Over","Lakeview",1,2012
"Other Theft Under","Lakeview",40,2012
"OtherCriminalCode (A)","Lakeview",37,2012
"OtherCriminalCode (B)","Lakeview",4,2012
"Prostitution","Lakeview",0,2012
"Provincial Statutes","Lakeview",49,2012
"Sexual Assault","Lakeview",1,2012
"Shoplift Over","Lakeview",0,2012
"Shoplift Under","Lakeview",1,2012
"Special Inq (8510-8640)","Lakeview",192,2012
"Special Inq (8660-8814)","Lakeview",260,2012
"Theft From Auto Over","Lakeview",0,2012
"Theft From Auto Under","Lakeview",84,2012
"Theft of Motor Vehicle VA, VT","Lakeview",29,2012
"Theft of Other Vehicle VM, VO","Lakeview",2,2012
"Violation Causing Death","Lakeview",0,2012
"Violence/Threat","Lakeview",14,2012
"Total","Lakeview",1107,2012
"Arson","Market Square",0,2012
"Assault","Market Square",51,2012
"Attempt Murder","Market Square",0,2012
"B&E (Business)","Market Square",6,2012
"B&E (Garage)","Market Square",0,2012
"B&E (Other)","Market Square",2,2012
"B&E (Residence)","Market Square",1,2012
"B&E Motor Vehicle Firearms","Market Square",0,2012
"Commodification of Sexual Activity","Market Square",7,2012
"Controlled Drugs","Market Square",41,2012
"Crimes Against Property(2150-2166)","Market Square",57,2012
"Dangerous Operation","Market Square",3,2012
"Deprivation of Freedom","Market Square",0,2012
"HWY Traffic Violation","Market Square",165,2012
"Impaired Operation","Market Square",51,2012
"Mischief","Market Square",109,2012
"Municipal ByLaws","Market Square",11,2012
"Offensive Weapons","Market Square",14,2012
"Other Crminal Code Traffic","Market Square",34,2012
"Other Federal Statute Violations","Market Square",25,2012
"Other Theft Over","Market Square",1,2012
"Other Theft Under","Market Square",87,2012
"OtherCriminalCode (A)","Market Square",3185,2012
"OtherCriminalCode (B)","Market Square",66,2012
"Prostitution","Market Square",1,2012
"Provincial Statutes","Market Square",1821,2012
"Sexual Assault","Market Square",2,2012
"Shoplift Over","Market Square",0,2012
"Shoplift Under","Market Square",242,2012
"Special Inq (8510-8640)","Market Square",325,2012
"Special Inq (8660-8814)","Market Square",490,2012
"Theft From Auto Over","Market Square",3,2012
"Theft From Auto Under","Market Square",56,2012
"Theft of Motor Vehicle VA, VT","Market Square",19,2012
"Theft of Other Vehicle VM, VO","Market Square",0,2012
"Violation Causing Death","Market Square",0,2012
"Violence/Threat","Market Square",32,2012
"Total","Market Square",6907,2012
"Arson","McNab",0,2012
"Assault","McNab",3,2012
"Attempt Murder","McNab",0,2012
"B&E (Business)","McNab",0,2012
"B&E (Garage)","McNab",6,2012
"B&E (Other)","McNab",3,2012
"B&E (Residence)","McNab",3,2012
"B&E Motor Vehicle Firearms","McNab",0,2012
"Commodification of Sexual Activity","McNab",2,2012
"Controlled Drugs","McNab",4,2012
"Crimes Against Property(2150-2166)","McNab",5,2012
"Dangerous Operation","McNab",1,2012
"Deprivation of Freedom","McNab",0,2012
"HWY Traffic Violation","McNab",26,2012
"Impaired Operation","McNab",7,2012
"Mischief","McNab",17,2012
"Municipal ByLaws","McNab",1,2012
"Offensive Weapons","McNab",1,2012
"Other Crminal Code Traffic","McNab",6,2012
"Other Federal Statute Violations","McNab",0,2012
"Other Theft Over","McNab",0,2012
"Other Theft Under","McNab",15,2012
